assists,bountyLevel,champExperience,champLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,goldEarned,goldSpent,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,matchID
8,0,8836,12,8,0,0,0,4311,6,5,0,5970,5710,0,0,0,0,0,551,6795,3402,5311,0,0,1257,351,6946,0,0,62,37,30,6,30,1661,8052,3754,866,12467,12223,9859,13,143,128,5,0,0,0,209,46,6,9,25,FALSE,NA1_4399544989
15,0,8282,11,7,0,573,0,8043,7,4,0,6150,6100,0,0,0,0,0,427,10068,4104,2784,0,0,2148,899,11741,0,0,74,45,28,5,32,1581,12217,5003,1304,15124,14217,11090,8,170,144,5,0,0,0,598,47,5,5,19,FALSE,NA1_4399502262
22,0,8265,11,8,1255,3833,1255,4956,5,6,0,7400,5950,0,0,0,0,0,228,16060,4383,2060,0,0,4070,1357,6387,0,0,46,43,70,6,19,1370,20639,6249,2514,8598,4500,3186,20,147,81,5,0,508,508,150,58,6,11,22,TRUE,NA1_4399477532
17,0,8438,11,6,1129,6167,1129,3836,0,3,0,7166,6700,0,0,0,0,0,0,12347,2491,2192,8,0,3975,1114,3216,0,0,42,43,57,4,13,1352,18318,3605,4020,5822,8003,6194,12,127,0,7,0,1995,0,413,40,4,6,18,TRUE,NA1_4399239574
15,0,10275,13,8,515,3185,515,11139,6,6,0,7638,7500,0,0,0,0,0,714,8610,2768,10567,0,0,2890,908,6343,0,0,117,27,65,7,51,2001,12525,3846,4422,17294,8826,6115,9,275,169,6,0,1023,168,384,85,6,6,36,FALSE,NA1_4399245038
28,0,14269,15,9,775,4843,775,5473,4,4,0,10208,9710,0,1,0,0,1,1077,14708,4771,5353,0,0,3547,515,4785,0,0,99,65,31,9,37,1962,18957,5418,1628,10876,23910,19773,17,188,147,5,0,701,130,737,91,6,10,30,TRUE,NA1_4399136744
14,0,11124,13,6,0,814,0,5962,5,4,0,8168,7650,0,2,0,0,1,563,10511,5813,1416,0,0,2506,1228,10868,0,0,79,47,35,10,45,1859,13323,7202,1559,13392,18864,14532,13,167,132,5,0,304,160,1107,68,4,6,36,FALSE,NA1_4399144667
25,0,11025,13,10,935,2752,935,2572,3,8,0,8325,7250,0,0,0,0,0,1078,11403,4002,2917,0,0,3002,501,2662,0,0,69,89,31,9,33,1805,14406,4504,2455,6540,32308,25815,11,147,67,6,0,0,0,960,77,8,7,34,TRUE,NA1_4399150371
18,0,9766,12,5,1651,2139,1651,2532,1,3,0,8486,7275,0,1,0,0,1,1061,15883,4248,2083,0,0,2348,588,3074,0,0,61,58,26,5,31,1535,18231,4836,1351,5157,17605,13841,13,165,30,5,0,0,0,0,51,3,2,20,TRUE,NA1_4399127488
6,0,6451,10,6,0,0,0,3364,2,4,0,5910,5700,0,1,0,0,1,778,7110,3075,2764,0,0,2059,430,4040,0,0,56,52,27,6,24,1531,9219,3506,489,7193,12914,10727,9,145,52,5,0,50,0,388,47,4,3,22,FALSE,NA1_4399097770
5,0,8694,12,6,504,504,504,5417,5,3,0,5775,5450,0,0,0,0,0,515,8890,3006,2861,0,0,1562,723,7876,0,0,67,44,31,5,29,1624,10452,3729,703,12319,13937,10284,13,165,75,6,0,0,0,1581,60,4,9,26,FALSE,NA1_4399095864
4,0,6910,10,7,115,1139,115,2121,2,4,0,5467,5200,0,0,0,0,0,977,13055,3767,8031,0,0,2282,387,1564,0,0,82,38,33,6,36,1542,15337,4155,1010,9880,11461,8745,6,226,61,5,0,0,0,284,50,5,4,25,FALSE,NA1_4399122359
7,0,8019,11,6,387,387,387,2514,3,4,0,6426,5950,0,1,0,0,1,568,10688,5162,2099,0,0,2187,932,3631,0,0,65,39,39,5,46,1717,12876,6094,577,5963,13927,11815,12,182,51,5,0,0,0,233,79,4,9,30,FALSE,NA1_4399120314
5,0,5567,9,6,0,43,0,4046,3,4,0,4879,4500,0,0,0,0,0,382,6265,1974,1138,0,0,1751,404,4412,0,0,73,21,48,3,31,1433,8017,2378,2597,6038,3116,1907,10,235,38,5,0,0,0,487,46,4,3,24,FALSE,NA1_4399079828
7,0,8762,12,8,1509,4219,1509,7047,4,5,0,7035,6850,0,1,0,0,1,655,21412,6171,5307,0,0,4607,1574,4303,0,0,58,31,64,5,22,1725,26019,7746,2253,9638,2180,1233,28,156,121,4,0,0,0,28,58,6,9,29,FALSE,NA1_4399063603
30,0,24289,18,24,1971,22136,1971,20930,8,14,0,15203,13675,0,1,0,0,1,972,80379,10627,16376,4,0,8852,1375,16609,0,0,135,120,142,19,38,3010,98118,13083,11234,34747,22445,14351,59,541,299,5,0,8887,1080,1761,132,10,8,60,TRUE,NA1_4398986510
12,1,7887,11,6,437,1418,437,3550,3,2,0,6747,5850,0,2,0,0,1,577,10509,4092,1087,0,0,2523,880,6543,0,0,77,41,30,5,33,1313,13033,4973,511,8221,13562,10078,11,182,52,5,0,0,0,590,34,4,3,16,TRUE,NA1_4399000546
11,0,6711,10,7,344,3871,344,2242,1,4,0,5909,5560,0,1,0,0,1,1300,8608,2924,494,8,0,3641,763,2988,0,0,70,44,27,5,24,1342,13675,3688,750,3482,12548,10909,7,123,34,5,0,1425,0,0,40,5,5,16,TRUE,NA1_4398908226
8,0,9511,12,5,99,933,99,5589,4,3,0,5715,5410,0,0,0,0,0,582,7191,2013,950,1,0,3244,616,8455,0,0,93,32,68,6,36,1600,10435,2629,5489,9633,4028,3017,13,241,58,5,0,0,0,227,54,3,8,26,FALSE,NA1_4397893938
20,0,13511,15,12,1742,4167,1742,17031,5,8,0,10833,10775,0,2,0,0,1,937,37459,11531,3766,4,0,5091,2232,18372,0,0,97,74,103,12,51,2192,43487,14701,4757,22569,15648,11520,31,325,129,5,0,936,936,431,90,9,7,49,FALSE,NA1_4397920756
10,2,4404,8,4,852,1388,852,1407,0,2,0,5523,4535,1,2,0,2,1,0,11020,3086,673,0,0,2109,760,2405,0,0,26,22,37,2,18,926,13129,3846,904,3180,1177,711,10,146,0,5,0,0,0,102,24,2,3,11,TRUE,NA1_4397883889
21,0,15536,16,17,858,2555,858,7901,6,11,0,10178,9225,0,0,0,0,0,872,27082,6410,12142,0,0,3667,582,5082,0,0,114,59,53,14,57,2323,30750,6993,1972,17866,31458,23005,33,282,162,5,0,0,0,642,111,8,14,45,FALSE,NA1_4397829725
19,1,6285,10,2,945,5254,945,2838,1,0,0,6658,4960,0,1,0,0,1,269,5454,2139,2086,0,0,3515,1359,2796,0,0,70,38,51,3,31,1264,11427,3534,4271,4882,4066,3712,7,161,10,8,0,2457,35,0,40,0,3,18,TRUE,NA1_4397778976
19,0,8613,12,5,446,907,446,4016,0,2,0,7107,6625,0,0,0,0,0,0,6564,2718,4792,0,0,2046,923,2340,0,0,90,23,57,7,36,1451,8610,3642,4554,7827,6671,4132,9,209,0,6,0,0,0,694,54,3,6,21,TRUE,NA1_4397803962
8,0,6817,10,4,683,2491,683,6662,8,2,0,6214,5485,0,1,0,0,1,463,12168,3915,10601,0,0,3101,1482,3922,0,0,39,27,52,5,17,1413,16694,5397,2953,15325,3067,2674,11,146,196,5,0,1425,0,800,49,2,5,21,FALSE,NA1_4397780397
15,0,8827,12,7,2186,3858,2186,7347,3,5,0,7179,5275,1,3,0,2,1,473,15985,3072,2568,0,0,3265,886,9812,0,0,45,53,64,5,15,1391,19250,3958,2029,12606,14382,10611,14,123,61,5,0,0,0,225,40,5,6,20,TRUE,NA1_4397661660
18,0,13894,15,4,2615,17501,2615,7823,5,1,1,11372,10325,2,4,326,2,2,547,4228,1927,5493,37,0,135255,16630,9744,0,0,31,91,14,12,45,1753,144460,22117,0,19526,269,0,154,654,129,1,0,4976,3560,4288,26,1,3,8,TRUE,NA1_4397558162
0,0,10130,13,4,0,6913,0,13502,7,4,0,7831,7700,0,2,0,0,1,694,102695,5823,10478,120,0,10774,360,17293,0,0,199,227,130,211,0,1662,122669,6475,0,28592,9627,246,12,63,235,2,0,9199,291,820,25,4,7,5,FALSE,NA1_4397571631
9,0,10601,13,5,0,5015,0,27896,7,5,0,10223,9875,0,2,2,0,1,487,82697,9209,9675,96,0,15557,641,20653,0,0,57,101,102,8,38,1826,110092,12003,0,31480,5731,0,31,258,180,1,0,11836,2152,1151,28,5,10,6,FALSE,NA1_4397523750
3,0,8342,11,5,0,1350,0,3359,2,2,0,5529,5410,0,0,0,0,0,1257,13544,2343,2360,0,0,4258,897,5594,0,0,43,37,73,7,21,1608,17802,3241,2417,8056,4143,3041,12,130,31,4,0,0,0,102,43,3,4,24,FALSE,NA1_4397001757
10,0,10340,13,8,123,717,123,8431,7,5,0,7083,6850,0,0,0,0,0,687,8844,2450,5927,0,0,2279,279,7249,0,0,106,31,69,5,39,1786,11131,2738,3840,14110,3454,2736,19,210,173,5,0,8,8,933,75,6,13,32,FALSE,NA1_4396949412
20,0,12476,14,7,875,2531,875,6492,4,4,0,8760,7800,0,0,0,0,0,1041,12079,3067,6089,0,0,3594,448,4534,0,0,74,67,30,8,26,1896,15982,3823,2567,11362,28408,23891,15,139,144,7,0,307,307,739,70,3,7,28,TRUE,NA1_4396943774
19,0,13896,15,6,373,684,373,7929,7,3,0,8302,8385,0,1,0,0,1,649,18701,4843,11291,0,0,3300,605,5250,0,0,97,93,50,11,38,1989,24722,5449,2648,16995,35124,26293,24,201,183,5,0,2720,0,453,67,4,8,29,FALSE,NA1_4396909304
1,0,9375,12,3,311,311,311,4752,6,0,0,6348,5950,0,0,0,0,0,454,72663,5273,6827,0,0,7610,46,5836,0,0,32,19,121,14,19,1304,83080,5759,323,13101,166,0,151,298,199,1,0,2806,438,437,9,1,2,5,FALSE,NA1_4396914934
23,0,12953,14,8,1648,7697,1648,12488,3,4,0,9431,9150,0,0,0,0,0,933,15967,5364,13304,0,0,4286,843,5080,0,0,143,45,90,9,61,2151,24748,6249,10716,19289,20444,12480,23,323,41,5,0,4494,42,905,102,6,12,43,FALSE,NA1_4396858735
20,0,9736,12,11,0,1850,0,7758,9,9,0,7874,7725,0,0,0,0,0,332,12687,4226,2306,0,0,1868,795,9521,0,0,110,21,71,6,64,1804,16043,5084,6647,13931,5116,3995,26,318,188,5,0,1487,62,2102,48,9,14,33,FALSE,NA1_4396814425
2,0,4499,8,4,103,700,103,5619,3,1,1,4716,4650,1,3,0,3,2,731,6280,3513,4565,0,0,2767,1174,4386,0,0,37,53,29,4,4,1043,9347,4988,1462,9313,5353,2831,4,22,35,5,0,300,300,361,24,2,2,11,FALSE,NA1_4396661124
20,0,9987,13,5,1265,3551,1265,3475,1,2,0,7631,6475,0,1,0,0,1,1246,7407,1781,1759,4,0,3282,751,4078,0,0,61,29,54,3,27,1547,10689,2533,3087,6016,4511,2801,8,143,34,5,0,0,0,178,44,3,5,16,TRUE,NA1_4396089233
37,0,21461,18,18,1865,14150,1865,19287,2,8,0,14164,12775,1,3,0,2,1,1684,57277,13451,9092,0,0,5973,1083,12627,0,0,129,121,149,19,56,2841,67048,16548,16473,22285,30362,20968,53,357,106,5,0,3798,2013,566,128,5,17,45,TRUE,NA1_4396072062
13,0,8031,11,5,1348,7475,1348,3739,1,3,0,7070,5225,0,0,0,0,0,1285,21287,3998,2272,0,0,4557,590,3332,0,0,59,50,74,5,16,1532,27401,4711,2782,6092,6346,4663,18,140,31,5,0,1555,121,487,52,3,0,20,TRUE,NA1_4396040352
21,0,8225,11,7,272,1093,272,3319,2,4,0,7046,6625,0,1,0,0,1,531,5373,2017,1543,0,0,1649,1088,5446,0,0,70,24,46,6,32,1397,7023,3105,2941,7332,7475,5614,10,148,24,12,0,0,0,342,55,5,7,20,TRUE,NA1_4396015837
11,0,16822,17,3,0,28945,0,41856,10,3,0,14621,13825,0,4,0,0,1,737,147460,17631,19849,168,0,15716,531,24881,0,0,170,76,82,8,24,2195,211567,23513,0,49845,16147,0,33,553,410,1,0,48389,5350,5113,29,3,7,4,FALSE,NA1_4395693931
1,0,7521,11,2,308,9656,308,6759,8,1,0,7846,7463,0,2,0,0,1,211,9525,2032,4438,12,0,69418,8519,11381,0,0,174,26,21,9,0,1362,89241,10552,0,17116,2098,491,125,0,143,3,0,10297,0,1296,15,1,3,7,FALSE,NA1_4395539253
16,2,8898,12,6,2084,3064,2084,2784,0,4,0,7562,6700,1,2,0,2,1,0,9704,1988,1738,0,0,3237,760,2076,0,0,86,27,59,6,31,1417,12941,2748,3457,3815,7543,6859,15,179,0,12,0,0,0,0,51,4,6,22,TRUE,NA1_4395310233
10,0,9911,12,7,56,551,56,5363,5,5,0,7339,6625,0,0,0,0,0,1039,14703,6973,4015,0,0,1944,532,7106,0,0,45,55,63,9,36,2029,16648,7505,4779,12163,7490,5662,24,149,103,5,0,0,0,1041,85,5,11,39,FALSE,NA1_4395236394
5,0,5551,9,8,0,226,0,2785,2,6,0,4949,4400,0,0,0,0,0,1025,6852,1384,2098,0,0,2162,603,4188,0,0,83,16,39,4,38,1275,9015,1987,2795,6584,1946,1385,19,243,10,6,0,0,0,298,40,6,5,19,FALSE,NA1_4394979770
6,0,10201,13,7,322,745,322,10404,8,4,0,7537,7375,0,0,0,0,0,446,36226,7291,11335,0,0,5401,1330,9345,0,0,69,54,92,9,39,1862,41627,8621,3451,21244,6535,3810,40,346,208,4,0,0,0,563,44,5,6,32,FALSE,NA1_4394937814
3,0,4385,8,5,238,238,238,3331,2,1,0,3944,3500,0,0,0,0,0,434,8291,2722,1953,0,0,2600,867,2960,0,0,30,26,48,2,14,1006,10892,3589,1436,5123,1412,780,14,101,26,3,0,0,0,210,23,3,5,6,FALSE,NA1_4394926276
19,0,15196,16,9,1185,4302,1185,9782,5,7,0,9811,8725,0,1,0,0,1,384,39396,5906,6355,0,0,5569,1314,8142,0,0,86,81,115,8,40,2310,45134,7361,4480,15632,4890,3075,41,349,136,5,0,168,139,1134,94,7,11,42,TRUE,NA1_4394962218
16,4,7142,10,6,1853,5443,1853,3150,0,4,0,8220,7550,1,4,0,4,1,0,24350,8579,1224,0,0,4118,1625,3230,0,0,58,40,70,8,27,1294,35394,10460,3441,4520,3311,2077,19,164,0,5,0,6926,256,65,51,4,7,21,TRUE,NA1_4394939989
8,0,8290,11,7,0,417,0,6264,7,4,0,6459,5560,0,1,0,0,1,482,8766,2857,8194,0,0,2726,1125,8136,0,0,104,32,64,5,42,1582,11492,3982,5743,16418,7497,5374,11,238,172,10,0,0,0,88,54,5,3,22,FALSE,NA1_4394906563
10,0,8208,11,10,697,777,697,4089,6,7,0,6484,6450,0,1,0,0,1,347,8074,3230,6308,0,0,1898,354,2394,0,0,74,44,31,6,29,1625,9972,3584,915,9219,12157,10250,4,146,141,5,0,0,0,516,57,8,4,26,FALSE,NA1_4394893207
11,0,9120,12,11,764,955,764,6376,6,6,0,7442,6925,0,1,0,0,1,694,9622,3770,2093,0,0,2394,525,8065,0,0,74,65,33,9,36,1718,12017,4296,1285,11051,21839,19171,5,185,127,5,0,0,0,892,52,9,3,29,FALSE,NA1_4394851027
18,0,8885,12,6,1808,4999,1808,5742,4,4,2,8414,7400,2,4,0,2,2,527,19364,6552,8062,0,0,4942,1846,1732,0,0,66,50,87,7,25,1505,24471,8398,3244,10077,8231,6667,20,142,99,5,0,164,0,282,63,4,9,23,TRUE,NA1_4394835801
18,0,13084,15,11,442,569,442,10669,7,5,0,8269,7650,0,0,0,0,0,662,11454,3705,7636,0,0,2954,1096,11081,0,0,143,37,78,12,69,2298,14936,5329,6943,19783,14188,10400,21,370,182,12,0,528,528,1065,97,9,14,47,FALSE,NA1_4394779671
16,0,8920,12,7,718,1921,718,5040,1,5,0,7378,6075,0,0,0,0,0,365,8142,1543,5013,0,0,2493,610,3794,0,0,105,34,73,6,40,1692,10636,2154,5940,9159,6955,3214,11,236,12,5,0,0,0,351,62,5,8,23,TRUE,NA1_4394782721
9,0,12326,14,13,641,2423,641,12723,3,7,0,8295,8025,0,1,0,0,1,1960,17321,5618,5908,0,0,2981,1112,9969,0,0,164,36,93,9,92,2337,20303,6731,6985,17139,7825,4506,22,460,136,6,0,0,0,1262,84,10,15,37,FALSE,NA1_4394564556
9,0,8145,11,4,384,746,384,7698,5,2,1,6805,6610,1,2,0,2,2,608,11855,4490,7851,0,0,2954,1247,6414,0,0,117,38,52,7,61,1652,14809,5738,3191,14366,5881,3136,14,328,142,10,0,0,0,100,54,2,5,30,FALSE,NA1_4394508699
9,0,6727,10,8,538,538,538,5552,4,6,0,5889,5500,0,1,0,0,1,765,11054,2429,1122,0,0,2574,1112,8042,0,0,30,35,55,6,19,1346,13629,3542,1961,9686,1786,1248,17,115,79,5,0,0,0,521,43,6,8,21,FALSE,NA1_4394492500
7,1,5660,9,6,199,970,199,7484,6,4,0,5903,4550,0,1,0,0,1,464,6596,3532,3657,0,0,2792,855,7804,0,0,33,38,16,5,34,1318,10075,5073,1709,12166,1099,148,5,57,131,3,0,685,685,704,36,4,3,17,FALSE,NA1_4394419049
10,0,7304,11,5,1182,3481,1182,3578,2,2,0,6331,5560,0,1,0,0,1,715,12016,2941,2601,4,0,3303,1395,2231,0,0,33,33,51,5,13,1356,15319,4337,2403,4940,4340,3704,12,109,37,5,0,0,0,108,42,3,5,12,TRUE,NA1_4394205927
19,0,9251,12,6,2259,2973,2259,2597,1,4,0,8358,7350,0,1,0,0,1,1273,11200,3344,2214,0,0,2700,388,2555,0,0,68,52,26,8,30,1508,14000,3733,1322,5454,20980,17477,13,147,36,5,0,100,0,684,53,4,6,21,TRUE,NA1_4394231414
19,0,16332,16,15,749,3073,749,10176,6,13,0,10143,9325,0,2,0,0,1,647,28509,7718,6073,0,0,3609,1675,18761,0,0,107,99,131,17,23,2670,32119,9393,9612,25917,27421,18657,21,229,183,5,0,0,0,1082,76,13,5,48,TRUE,NA1_4394029228
11,0,8081,11,6,1789,3151,1789,3192,1,4,0,6289,4735,0,0,0,0,0,1129,7353,2438,4461,0,0,2409,478,3007,0,0,62,20,54,4,31,1371,10040,3195,3742,7695,3128,1540,12,157,28,4,0,278,278,226,51,4,7,21,TRUE,NA1_4394047182
9,0,7438,11,8,692,692,692,3630,5,6,0,6166,5600,0,0,0,0,0,901,10896,2604,5945,0,0,2735,501,3522,0,0,74,37,28,4,19,1594,13631,3105,522,9798,9202,7458,12,161,141,5,0,0,0,331,57,6,7,31,FALSE,NA1_4394026297
5,0,6323,10,6,287,287,287,4104,4,4,0,4688,4400,0,0,0,0,0,530,6469,1977,4554,0,0,1943,647,3416,0,0,80,12,37,4,40,1264,8413,2624,2900,8332,2932,2169,5,223,67,4,0,0,0,361,30,4,4,16,FALSE,NA1_4394034552
15,0,8872,12,7,1298,3604,1298,5596,3,4,0,7360,6775,0,1,0,0,1,564,14272,4017,2426,0,0,4883,1857,5700,0,0,48,50,69,7,19,1441,19155,5875,4238,8971,8105,6671,15,106,59,5,0,0,0,844,56,5,2,23,TRUE,NA1_4394051667
8,0,6131,10,9,561,757,561,5128,3,6,0,6545,6025,0,1,0,0,1,768,10070,3427,5887,0,0,1516,517,5081,0,0,95,21,56,7,53,1659,11634,3980,4394,11050,5999,3431,11,301,80,7,0,47,35,81,69,7,8,30,FALSE,NA1_4393979705
7,0,8141,11,9,185,2823,185,6053,6,6,0,5738,5425,0,1,0,0,1,357,5504,2027,2926,0,0,2762,571,7004,0,0,47,55,59,5,20,1442,10180,2604,4099,11603,276,0,15,183,105,1,0,1912,4,1672,36,7,4,20,FALSE,NA1_4393957251
17,1,11328,13,10,546,1487,546,4757,0,5,0,7720,6115,0,1,0,0,1,0,11562,2823,2554,4,0,1946,589,5281,0,0,111,28,82,6,41,1718,13508,3412,6557,8643,8869,6489,12,250,0,8,0,0,0,807,61,8,8,27,TRUE,NA1_4393982528
26,0,9658,12,6,755,1147,755,6585,5,3,0,7799,6700,0,2,0,0,1,620,8539,3469,3045,0,0,2228,1312,5080,0,0,109,33,68,7,52,1441,10863,4876,5687,8716,8873,7686,18,219,88,5,0,95,95,590,63,4,11,19,TRUE,NA1_4393909467
7,0,10660,13,6,0,0,0,4886,5,4,0,5883,5635,0,1,0,0,1,831,14310,2163,2340,0,0,1777,284,5466,0,0,100,16,66,5,40,1691,16087,2447,5303,8381,4531,3328,7,313,95,6,0,0,0,574,49,4,3,22,FALSE,NA1_4393905096
1,0,6934,10,5,149,348,149,6009,6,2,0,5789,5075,0,0,0,0,0,872,5633,3091,5015,0,0,1370,542,5484,0,0,93,18,56,6,49,1747,7003,3634,3938,10567,2569,1753,6,230,132,5,0,0,0,68,66,3,3,28,FALSE,NA1_4393847503
12,0,12732,14,12,838,1885,838,9959,4,9,0,9096,7800,0,1,0,0,1,1082,20346,3888,6910,0,0,3121,793,7865,0,0,159,35,98,10,57,2117,23488,4703,8536,15351,15185,10054,29,306,106,12,0,20,20,574,83,10,13,36,FALSE,NA1_4393828540
15,0,9894,12,7,1566,3006,1566,8256,2,5,0,7600,6175,0,0,0,0,0,824,14156,2162,1496,0,0,2212,365,5637,0,0,101,22,73,4,37,1647,16369,2527,5931,7133,3801,3002,12,271,40,8,0,0,0,0,56,5,5,22,TRUE,NA1_4393524625
9,0,9271,12,6,1515,3046,1515,6527,3,3,0,7552,7500,0,2,0,0,1,785,13039,2301,2131,0,0,3920,538,8708,0,0,104,36,55,6,37,1588,16960,2839,3561,11583,8275,4953,15,240,89,9,0,0,0,743,43,4,6,18,TRUE,NA1_4393190747
8,0,6876,10,7,0,437,0,3249,2,3,0,5381,5050,0,0,0,0,0,596,5749,1997,1811,0,0,1649,508,3993,0,0,51,29,19,5,20,1313,7398,2505,742,6480,7341,5254,8,106,45,5,0,0,0,676,30,5,1,16,TRUE,NA1_4393158850
10,0,8106,11,6,795,1230,795,8045,4,4,0,6502,5950,0,0,0,0,0,547,15559,4903,1576,0,0,2151,745,9444,0,0,137,31,61,5,62,1739,17711,5649,4699,11631,8182,5535,10,336,67,12,0,0,0,611,57,4,2,30,FALSE,NA1_4393117683
13,0,8373,11,7,0,336,0,4493,5,4,0,7056,5860,0,1,0,0,1,478,6586,2500,6393,0,0,2015,710,2828,0,0,86,13,51,6,45,1465,10986,3211,3127,9626,5006,4357,15,249,90,11,0,2385,0,404,58,5,9,22,TRUE,NA1_4393135133
15,0,9225,12,7,319,1536,319,5886,6,4,0,7138,6625,0,1,0,0,1,622,20707,4940,8908,0,0,3179,1249,3876,0,0,59,49,69,7,31,1840,23932,6235,4166,13075,5954,4982,17,226,166,5,0,45,45,291,60,5,8,28,FALSE,NA1_4393132399
10,2,7785,11,5,39,9713,39,4223,1,2,0,6149,4175,1,2,0,2,1,340,10581,2949,2242,0,0,5195,970,2994,0,0,47,36,55,4,19,1348,20594,3920,3016,5302,5583,4120,17,96,12,4,0,4817,0,66,39,3,8,10,TRUE,NA1_4393089371
10,0,7267,10,6,637,1998,637,3981,3,3,0,5535,5050,0,0,0,0,0,547,9499,4166,4585,0,0,1332,194,3099,0,0,34,25,55,3,23,1320,10831,4361,1497,8869,3722,2684,3,91,70,5,0,0,0,1185,33,4,2,16,FALSE,NA1_4393057158
16,2,8463,11,6,587,1536,587,4343,3,4,0,7349,6700,1,2,0,2,1,235,7021,2787,1721,0,0,2011,401,4863,0,0,73,23,51,5,45,1418,9114,3270,2780,6845,4978,3541,9,253,38,7,0,81,81,260,39,4,8,17,TRUE,NA1_4393071740
19,0,13178,15,6,1728,7366,1728,8564,3,4,0,9763,8600,0,1,0,0,1,707,30090,6941,6391,0,0,6397,1541,7232,0,0,68,64,92,8,32,1955,36488,8483,5356,13826,12025,7760,44,256,73,5,0,0,0,202,58,4,13,26,TRUE,NA1_4393025349
7,0,12117,14,7,1716,1716,1716,10600,9,4,0,9906,9050,0,5,38,0,1,613,64621,18085,4133,4,0,10105,1571,14491,0,0,135,67,78,83,20,1914,77159,22089,723,20800,1334,0,121,171,267,1,0,2432,2432,2175,17,5,2,5,FALSE,NA1_4392885616
5,0,5404,9,5,862,1622,862,2503,1,3,0,5033,4325,0,0,0,0,0,375,7016,1602,1062,4,0,1939,700,3198,0,0,67,24,37,3,28,1245,8955,2302,2204,4752,1180,711,11,163,12,5,0,0,0,491,42,3,6,16,TRUE,NA1_4392838237
13,0,9282,12,11,706,2235,706,5100,4,7,0,7907,7300,0,1,0,0,1,454,8658,3310,2168,0,0,2247,564,5637,0,0,70,59,25,6,34,1702,11033,3912,885,8042,18959,15566,13,125,88,5,0,127,37,237,51,9,3,25,TRUE,NA1_4392782664
7,0,8004,11,9,0,0,0,7243,5,6,0,6190,5475,0,0,0,0,0,711,8041,2669,1077,0,0,2376,1077,8897,0,0,85,20,62,5,37,1691,10418,3746,3441,11440,3980,3120,19,185,143,7,0,0,0,1465,55,7,11,27,FALSE,NA1_4392606684
30,0,11076,13,9,653,2333,653,4687,3,7,0,8256,7025,0,1,0,0,1,554,10914,5022,6769,0,0,3550,1139,5441,0,0,119,34,73,6,54,1657,14582,6280,6769,12546,8080,4178,17,289,65,5,0,118,118,335,73,7,13,30,TRUE,NA1_4392469770
19,1,10424,13,7,1807,5381,1807,5647,4,5,0,8149,6625,0,2,0,0,1,565,23207,5662,3102,0,0,4629,1796,6024,0,0,66,47,88,6,24,1661,27836,7458,4037,9909,7721,6588,25,168,106,5,0,0,0,782,57,5,7,23,TRUE,NA1_4392394227
6,0,3614,7,5,486,486,486,1957,2,3,0,4122,3425,0,1,0,0,1,325,5919,1777,1243,0,0,1194,493,2573,0,0,58,10,29,3,23,952,7140,2296,1697,4274,605,420,3,187,20,3,0,25,25,457,18,3,1,13,FALSE,NA1_4392370946
18,0,13003,14,14,0,4077,0,9413,8,10,0,8911,7950,0,1,0,0,1,604,11233,3299,13596,0,0,2158,553,5157,0,0,123,30,86,12,57,2304,17290,4040,8610,19324,16961,14004,21,285,271,11,0,3898,188,570,75,12,8,41,FALSE,NA1_4392343106
22,2,11565,14,11,443,2404,443,4404,1,9,0,8353,7075,1,2,0,2,1,384,10061,3724,5937,0,0,3111,988,4089,0,0,115,39,86,8,42,1829,13173,4712,7915,10098,14838,11352,7,221,12,15,0,0,0,72,61,9,5,32,TRUE,NA1_4392269386
4,0,7537,11,6,840,840,840,7261,6,4,0,5971,5550,0,0,0,0,0,426,15822,3693,6503,0,0,3015,1098,6372,0,0,40,35,54,7,12,1556,18837,4791,2866,12875,4651,3094,16,131,164,5,0,0,0,0,45,4,6,20,FALSE,NA1_4392255947
9,0,9637,12,8,150,3288,150,9398,2,5,0,6763,6300,0,1,0,0,1,1648,24525,10419,7083,0,0,4134,1494,5552,0,0,80,55,94,10,66,1892,33070,11913,5922,12854,13154,10237,11,253,38,5,0,4410,0,218,69,6,3,33,FALSE,NA1_4392241080
5,0,7149,10,5,0,0,0,6271,5,3,0,5020,4710,0,0,0,0,0,666,9341,2018,3356,0,0,3005,779,6834,0,0,89,30,47,7,41,1498,12347,2797,4533,10707,7756,6601,18,306,138,14,0,0,0,516,44,3,6,19,FALSE,NA1_4391951606
